msd_cattex_conv	TL	DMF
NOMcom	plebe	plèbe
APD	plebeien	plébéien
NOMcom	plebeien	plébéien
NOMcom	plebiscite	plébiscite
NOMcom	plegement	pleigement
NOMcom	plegerie	pleigerie
VER	plegier	pleiger
NOMcom	pleige	pleige
APD	plein	plein
ADV	plein (pleinement)	pleinement
NOMcom	plejage	pleigeage
APD	plenier	plénier
ADV	plenierement	plénièrement
NOMcom	plenité	pleineté
NOMcom	plenté	plenté
APD	plentëif	plentif
ADV	plentëif (plentëivement)	plentëivement
NOMcom	plentëiveté	plentiveté
APD	plentëiz	plentiz
APD	plentëuros	plantureux
ADV	plentëuros (plenturosement)	plantureusement
NOMcom	plentëuroseté	plantureuseté
APD	plentible	plentible
APD	plentivos	plentiveux
ADV	plentivos (plentivosement)	plentiveusement
APD	plentüos	plentueux
ADV	plentüos (plentüosement)	plentueusement
NOMcom	plentüoseté	plentueuseté
NOMcom	plenure	planure
APD	pletorique	pléthorique
NOMcom	pleuresie	pleurésie
NOMcom	pleuris	pliris
NOMcom	plevine	plevine
VER	plevir	plevir
APD	plevissable	plevissable
NOMcom	plevissailles	plevissailles
NOMcom	plicacïon	plication
VER	pliquier	pliquier
NOMcom	ploi	ploi
APD	ploiable	pliable
ADV	ploiable (ploiablement)	pliablement
NOMcom	ploiableté	pliableté
NOMcom	ploich	ploich
NOMcom	ploie	ploie
APD	ploiëiz	ploiëis
NOMcom	ploiement	ploiement
NOMcom	ploiëure	ploiure
VER	ploiier	ployer
APD	ploiier (ploiant)	pliant
NOMcom	ploion	ploion
NOMcom	ploiruel	ploiruel
NOMcom	ploit	plit
NOMcom	plomart	plommart
NOMcom	plomaz	plommas
NOMcom	plomee	plombée
VER	plomer	plomber
APD	plomerech	plommerech
NOMcom	plomet	plombet
NOMcom	plomier	plombier
APD	plomos	plommeux
ADV	plon	aplomb
NOMcom	plon	plomb
NOMcom	plonge	plonge
NOMcom	plongement	plongement
NOMcom	plongerie	plongerie
NOMcom	plonget	plonget
VER	plongier	plongier
NOMcom	plonjon	plongeon
NOMcom	plor	pleur
APD	plorable	plorable
ADV	plorable (plorablement))	plorablement
NOMcom	ploraison	ploraison
ADV	plorantment	ploramment
NOMcom	plorechante	plorechante
NOMcom	plorement	plorement
NOMcom	plorëoir	pleuroir
VER	plorer	pleurer
NOMcom	plorerie	pleurerie
APD	ploros	pleureux
NOMcom	plostre	ploutre
NOMcom	plot	plot
NOMcom	plote	plote
NOMcom	plovasse	plovasse
NOMcom	plovel	plugel
NOMcom	plovier	pluvier
VER	ploviner	ploviner
APD	plovinos	plovineux
VER	plovoir	pleuvoir
NOMcom	plovoison	plovoison
NOMcom	pluie	pluie
NOMcom	pluiete	pluiette
APD	pluios	pluvieux
NOMcom	plumacel	plumasseau
NOMcom	plumage	plumage
NOMcom	plume	plume
NOMcom	plumee	plumée
VER	plumer	plumer
NOMcom	plumete	plumette
VER	plumeter	plumeter
NOMcom	plumetëure	plumeture
APD	plumos	plumeux
NOMcom	pluralité	pluralité
APD	pluratif	pluratif
APD	plurel	pluriel
NOMcom	plurel	pluriel
ADV	plurel (plurierement)	plurièrement
VER	plurifiier	plurifier
ADV	plus	plus
APD	plus	plus
NOMcom	plus	plus
APD	plusor	plusieurs
APD	pluvïal	pluvial
NOMcom	pluvïal	pluvial
APD	pöacre	pouacre
NOMcom	pöacre	pouacre
APD	pöacros	pouacreux
NOMcom	pöance	pouvance
NOMcom	pochart	pochart
NOMcom	poche	poche
OUT	pochel	pochel
NOMcom	pochet	pochet
NOMcom	pochete	pochette
NOMcom	pochetel	pochetel
NOMcom	pochiee	pochée
VER	pochier	pocher
NOMcom	pochin	pochin
NOMcom	pochon	pochon
NOMcom	pochonee	pochonnée
NOMcom	pochonet	pochonet
NOMcom	pocïon	potion
NOMcom	pocïonement	potionnement
NOMcom	pöe	poe
NOMcom	pöeme	poème
VER	pöenter	poenter
NOMcom	pöesie	poésie
APD	pöestable	poestable
APD	pöestal/postal	poestal
NOMcom	pöestal/postal	poestal
NOMcom	pöestat	potestat
NOMcom	pöeste	poeste
NOMcom	pöesté	potesté
APD	pöestëif	poesteif
NOMcom	pöete	poète
NOMcom	pöeterie	poèterie
APD	pöetique	poétique
VER	pöetiser	poétiser
NOMcom	poge	poge
ADV	poi	peu
APD	poi	peu
NOMcom	poiaz	poiat
APD	poignal	poignal
NOMcom	poignal	poignal
NOMcom	poigne	poigne
NOMcom	poignëiz	poignis
NOMcom	poignel	poignel
APD	poignëor	poigneur
NOMcom	poignëor	poigneur
NOMcom	poigniee	poignée
VER	poignier	pugner
NOMcom	poignot	poignot
VER	poiier	poier
NOMcom	poil	poil
NOMcom	poillon	poillon
NOMcom	poinçon	poinçon
VER	poindre	poindre
NOMcom	poing	poing
NOMcom	poinsenot	poinsenot
ADV	point	point
APD	point	point
NOMcom	point	point
NOMcom	pointe	pointe
NOMcom	pointel	pointel
VER	pointeler	pointeler
NOMcom	pointelete	pointelette
NOMcom	pointet	pointet
VER	pointier	pointer
VER	pointier/pointoiier	pointoyer
NOMcom	pointillon	pointillon
APD	pointu	pointu
NOMcom	pointure	pointure
NOMcom	poire	poire
NOMcom	poiré	poiré
NOMcom	poirier	poirier
NOMcom	poiroi	poiret
VER	poirre	poirre
NOMcom	pois	pois
NOMcom	poise	poise
NOMcom	poison	poison
VER	poisoner	poisonner
NOMcom	poissance	puissance
APD	poissant	puissant
ADV	poissant (poissantment)	puissantement
NOMcom	poisson	poisson
NOMcom	poissoncel	poissoncel
NOMcom	poissonel	poissonneau
NOMcom	poissonerie	poissonnerie
NOMcom	poissonet	poissonnet
APD	poissonier	poissonnier
NOMcom	poissonier	poissonnier
NOMcom	poissoniere	poissonnière
NOMcom	poistrace	poistrace
NOMcom	poistras	poistras
NOMcom	poistron	poitron
NOMcom	poistronier	poistronnier
APD	poitevin	poitevin
NOMcom	poitevin	poitevin
APD	poitevinal	poitevinal
NOMcom	poitevine	poitevine
NOMcom	poitevinee	poitevinée
VER	poiteviner	poiteviner
NOMcom	poitevinerresse	poitevineresse
NOMpro	Poitiers	Poitiers
NOMcom	poitral	poitrail
NOMcom	poitrier	poitrier
NOMcom	poitrine	poitrine
NOMcom	poivre	poivre
NOMcom	poiz	poix
NOMcom	pol	poul
NOMcom	polage	poulage
NOMcom	polaille	poulaille
NOMcom	polaillerie	poulaillerie
NOMcom	polaillier	poulailler
NOMcom	polailliere	poulaillère
NOMcom	polain	poulain
NOMcom	polaine	poulaine
VER	polainer	poulainer
NOMcom	polaingi	polaingi
APD	polant	poullant
NOMcom	pole	poule
NOMcom	polet	poulet
NOMcom	polete	poulette
NOMcom	poletel	pouletrel
NOMcom	police	police
NOMcom	policie	policie
APD	policien	policien
NOMcom	policien	policien
NOMcom	policité	policité
NOMcom	policratique	policratique
NOMcom	polie	poulie
NOMcom	polier	poulier
NOMcom	poliere	poulière
NOMcom	polïete	pouliette
NOMcom	polïon	poulion
NOMcom	polipe	polypus
VER	polir	polir
APD	polir (poli)	poli
ADV	polir (polïement)	poliement
NOMcom	polisseur	polisseur
APD	politique	politique
NOMcom	politique	politique
APD	pollu	pollu
VER	pollu/pollüer	polluer
NOMcom	pollucïon	pollution
APD	pollucïos	pollucieux
NOMcom	polmite	polimite
NOMcom	polquin	polquin
NOMcom	polquinage	polquinage
NOMcom	pome	pomme
APD	pomé	pommé
NOMcom	pomé	pommé
NOMcom	pomel	pommeau
APD	pomelé	pommelé
NOMcom	pomelet	pommelet
NOMcom	pomeroie	pommeraie
NOMcom	pomete	pommette
APD	pomier	pommier
NOMcom	pomier	pommier
NOMcom	pompe	pompe
NOMcom	pomperie	pomperie
NOMcom	pompon	pépon
APD	pompos	pompeux
ADV	pompos (pomposement)	pompeusement
NOMcom	pon	pon
NOMcom	ponant	ponant
NOMcom	ponce	ponce
NOMcom	poncel	poncel
VER	poncier	poncer
NOMcom	poncïon	ponction
VER	ponderer	pondérer
APD	ponderos	pondéreux
NOMcom	ponderosité	pondérosité
VER	pondre	pondre
NOMcom	pont	pont
NOMcom	pont (pontlevëiz)	pont-levis
NOMcom	ponticité	ponticité
ETR	pontifex	pontifex
APD	pontifical	pontifical
NOMcom	pontifical	pontifical
APD	pontificat	pontificat
NOMcom	pontificat	pontificat
NOMcom	pontifice/pontifice	pontifice
NOMcom	pontifïement	pontifiement
NOMcom	ponton	ponton
NOMcom	pontonage	pontonage
NOMcom	pontonier	pontonnier
NOMcom	pöoir	pouvoir
VER	pöoir	pouvoir
NOMcom	pöoncel	poncel
APD	pöoté	pooté
NOMcom	popart	poupard
NOMcom	popee	poupée
NOMcom	popelin	poupelin
NOMcom	popine	poupine
APD	popinet	poupinet
APD	popler	peuplé
VER	popler	peupler
NOMcom	poplier	peuplier
NOMcom	populacïon	population
NOMcom	populaire	populaire
NOMcom	populier	populier
PRE	por	pour
ADV	por (porcoi)	pourquoi
ADV	por (portant)	pourtant
NOMcom	poraier (poraiere)	porayère
VER	porardoir	pourardre
VER	porbolier	pourbouiller
VER	porbolir	pourbouillir
NOMcom	porc	porc
NOMcom	porcage	porcage
VER	porceindre	pourceindre
NOMcom	porceint	porceint
NOMcom	porceinte	porceinte
NOMcom	porcel	pourceau
NOMcom	porcelaine	porcelaine
VER	porceler	pourceler
NOMcom	porcelet	porcelet
NOMcom	porcelete	porcelette
APD	porcelin	porcelin
NOMcom	porcelot	porcelot
NOMcom	porchace	pourchasse
NOMcom	porchacement	pourchassement
NOMcom	porchacëor	pourchasseur
VER	porchacier	pourchasser
NOMcom	porchaison	porchaison
NOMcom	porchauchier	pourchauchement
VER	porchauchier	pourchauchier
NOMcom	porchaz	pourchas
NOMcom	porche	porche
APD	porcherece	porcheresse
NOMcom	porcherece	porcheresse
NOMcom	porchet	porchet
NOMcom	porchier	porcher
NOMcom	porchiere/porchiere	porchière
NOMcom	porcil	porcil
NOMcom	porcille	porcille
APD	porcin	porcin
NOMcom	porcïon	portion
VER	porcïoner	portionner
NOMcom	porconte	pourcompte
NOMcom	pore	pore
NOMcom	poree	porée
NOMcom	porel	poireau
VER	porestendre	pourétendre
NOMcom	porete	porette
VER	porfendre	pourfendre
VER	porferir	pourférir
NOMcom	porfil	pourfil
VER	porfiler	pourfiler
NOMcom	porfilëure	porfileure
NOMcom	porfire	porphyre
NOMcom	porfit	profit
VER	porfit(i)er	profiter
APD	porfitable	profitable
ADV	porfitable (porfitablement)	profitablement
APD	porfitos	profiteux
NOMcom	porforcement	pourforcement
VER	porforcier	pourforcer
VER	porgarder	pourgarder
NOMcom	porget/porchet	porchet
NOMcom	porier	porier
NOMcom	porïon	porjon
VER	porjesir/porjute	pourgésir
VER	porjeter	projeter
NOMcom	porjon	porjon
VER	porlignier	pourlignier
VER	porlire	pourlire
NOMcom	porloignance	pourloignance
NOMcom	porloigne/proloigne	proloigne
NOMcom	porloignement	prolongement
VER	porloignier	prolonger
NOMcom	porlongacïon	prolongation
VER	pormener	promener
NOMcom	poroferte	pourofferte
NOMcom	porofre	pouroffre
VER	porofrir	pouroffrir
VER	poroindre	pouroindre
APD	poros	poreux
NOMcom	porosité	porosité
VER	porpaiier	pourpayer
NOMcom	porparlement	pourparlement
NOMcom	porparlëor	pourparleur
VER	porparler	pourparler
VER	porpasser	pourpasser
NOMcom	porpend(ë)ure	pourpenteure
VER	porpendre	pourpendre
NOMcom	porpens	pourpens
NOMcom	porpensement	pourpensement
VER	porpenser	pourpenser
NOMcom	porpié	pourpié
VER	porpissier	pourpisser
VER	porplanter	pourplanter
NOMcom	porpoignëor	pourpoindeur
VER	porpoindre	pourpoindre
NOMcom	porpoint	pourpoint
NOMcom	porpointel	pourpointel
NOMcom	porpointerie	pourpointerie
NOMcom	porpointier	pourpointier
VER	porpointier	pourpointer
NOMcom	porpois	porpois
NOMcom	porport	pourport
VER	porporter	pourporter
APD	porpre	pourpre
NOMcom	porpre	pourpre
VER	porprendre	pourprendre
NOMcom	porpresture	pourpresture
NOMcom	porpresure	pourprissure
APD	porprin	pourprin
NOMcom	porpris	pourpris
NOMcom	porprise	pourprise
NOMcom	porprison	pourprison
VER	porquerre	pourquérir
NOMcom	porreture	pourriture
NOMcom	porrëure	pourreure
VER	porrigier	porrigier
APD	porrir	pourri
VER	porrir	pourrir
VER	porsalir	poursaillir
NOMcom	porseëor	posseeur
VER	porseignier	poursigner
VER	porsembler	poursembler
VER	porsëoir	pourseoir
NOMcom	porsivance	poursuivance
VER	porsivre	poursuivre
NOMcom	porsoiement	poursoiement
VER	porsoignier	poursoigner
NOMcom	porsoin	poursoin
NOMcom	porsuite	poursuite
NOMcom	port	port
APD	portable	portable
NOMcom	portacol	portacol
NOMcom	portage	portage
NOMcom	portal	portail
NOMcom	portance	portance
VER	portaster	pourtaster
APD	portatif	portatif
NOMcom	porte	porte
NOMcom	portebuche	porte-busche
NOMcom	portechape	porte-chape
NOMcom	portee	portée
NOMcom	portefais	portefaix
NOMcom	portehache	porte-hache
NOMcom	portehors	portehors
NOMcom	portel	porteau
NOMcom	portelete	portelette
NOMcom	portement	portement
VER	portendre	pourtendre
APD	portentüos	portentueux
APD	portëoin	porteoin
NOMcom	portëoir	portoir
NOMcom	portëor	porteur
NOMcom	porter	porter
VER	porter	porter
NOMcom	porterresse	porteresse
NOMcom	porterrien	porterrien
NOMcom	porterrier	porterrier
NOMcom	portëure	porture
APD	porticle	porticle
NOMcom	portier	portier
APD	portiere	portière
NOMcom	portiere	portière
NOMcom	porton	porton
VER	portorner	pourtourner
NOMcom	portraiëor	portraieur
VER	portraire	portraire
NOMcom	portrait	portrait
VER	portraitier/portraitier	portraiter
NOMcom	portraiture	portraiture
VER	porvanter	pourvanter
APD	porvëable	pourvoyable
ADV	porvëable (porvëablement)	pourvoyablement
NOMcom	porvëance	pourvoyance
VER	porvëoir	provoyer
ADV	porvëoir (porveüement)	pourvuement
NOMcom	porverrie	pourvoierie
NOMcom	porvoi	pourvoi
VER	poser	poser
NOMcom	posicïon	position
APD	positif	positif
NOMcom	positif	positif
NOMcom	posnee	posnée
VER	possesser	possesser
APD	possesserresse	possesseresse
NOMcom	possesserresse	possesseresse
APD	possessif	possessif
NOMcom	possessïon	possession
APD	possessoire	possessoire
NOMcom	possessoire	possessoire
NOMcom	possessor	possesseur
NOMcom	possibilité	possibilité
APD	possible	possible
VER	possider	possider
NOMcom	possiderresse	possiderresse
NOMcom	post	post
PRE	post	post
NOMcom	postcomunïon	postcommunion
NOMcom	poste	poste
NOMcom	postee	postée
NOMcom	postel	poteau
NOMcom	postele	postelle
APD	postere	postère
NOMcom	postere	postère
NOMcom	posterel	potereau
NOMcom	posterité	postérité
NOMcom	posterle	poterne
NOMcom	posticel	posticel
NOMcom	postille	postille
NOMcom	postiz	postis
VER	postposer	postposer
VER	postuler	postuler
NOMcom	pot	pot
NOMcom	potacïon	potation
NOMcom	potage	potage
NOMcom	potagerie	potagerie
NOMcom	potagier	potagier
APD	pote	pote
NOMcom	potee	potée
APD	potelé	potelé
NOMcom	potelet	potelet
NOMcom	potence	potence
APD	potencier	potencier
NOMcom	potentat	potentat
NOMcom	potente	potente
NOMcom	poterie	poterie
NOMcom	potet	potet
NOMcom	potëure	poteure
NOMcom	potier	potier
NOMcom	potonet	potonnet
NOMcom	potot	potot
NOMcom	poucet	poucet
NOMcom	poucëure	pouceure
NOMcom	poucier	poucier
VER	poucier	poucier
NOMcom	poucin	poussin
APD	pouciniere	poussinière
VER	pouçoiier	pouçoyer
NOMcom	poudrage	poudrage
NOMcom	poudre	poudre
VER	poudrer	poudrer
NOMcom	poudrete	poudrette
NOMcom	poudriere	poudrière
APD	poudros	poudreux
NOMcom	poument	pulment
NOMcom	poumon	poumon
NOMcom	pous	pous
NOMcom	poussëiz	poussis
VER	pousser	pousser
NOMcom	pousserete	pousserette
NOMcom	pousset	pousset
APD	poussif	poussif
NOMcom	poutie	putie
NOMcom	poutraignon	poutraignon
NOMcom	poutrain	poutrain
NOMcom	poutre	poutre
NOMcom	poutrel	poutrel
NOMcom	poutrelage	poutrelage
NOMcom	pouture	pouture
NOMcom	pouz	pouz
NOMcom	poverte	poverte
NOMcom	povraille	pauvraille
APD	povre	pauvre
NOMcom	povrece	pauvresse
ADV	povrement	pauvrement
APD	povret	pauvret
NOMcom	povret	pauvret
NOMcom	povreté	pauvreté
NOMcom	poype	poype
NOMcom	präage	praage
NOMcom	präel	préau
NOMcom	präele	praëlle
VER	praëler	praëler
NOMcom	präelet	praëlet
NOMcom	präellon	praellon
NOMcom	präerie	prairie
NOMcom	präetel	praëtel
NOMcom	praiëor	proyer
NOMcom	praier	praier
NOMcom	praiere	praière
VER	prangeler	prangeler
VER	prangier	pranger
NOMcom	prangiere	prangière
APD	prasine	prasine
NOMcom	prasine	prasine
NOMcom	prasme	presme
APD	praticïen	praticien
NOMcom	praticïen	praticien
APD	pratique	pratique
NOMcom	pratique	pratique
APD	pratiquëor	pratiqueur
VER	pratiquer	pratiquer
VER	pratiser	pratiser
APD	prave	prave
NOMcom	pré	pré
NOMcom	préambule	préambule
NOMcom	prebende	prébende
NOMcom	precedent	précédent
NOMcom	precentre	préchantre
APD	preceptif	préceptif
NOMcom	preces	preces
NOMcom	precesseur	précesseur
NOMcom	precet	précept
APD	precïal	précial
VER	precier	précier
APD	precïos	précieux
ADV	precïos (precïosement)	précieusement
NOMcom	precïoseté	préciosité
APD	precis	précis
ADV	precis (precisement)	précisément
VER	preciser	préciser
NOMcom	precisïon	précision
NOMcom	preclosture	préclôture
APD	precoire	précaire
NOMcom	precoire	précaire
VER	preconoistre	préconnaître
APD	predative	prédatif
APD	predecessor	prédécesseur
NOMcom	predecessor	prédécesseur
VER	predeliberer	prédélibérer
NOMcom	predestinacïon	prédestination
VER	predestiner	prédestiner
NOMcom	predicacïon	prédication
NOMcom	predicament	prédicament
NOMcom	predicat	prédicat
NOMcom	predicator	prédicateur
VER	prediquer	prédiquer
VER	predire	prédire
NOMcom	pree	prée
NOMcom	prëechement	prêchement
NOMcom	prëechëor	prêcheur
NOMcom	prëecherie	prêcherie
NOMcom	prëecherresse	prêcheresse
VER	prëechier	prêcher
NOMcom	prëeminence	prééminence
NOMcom	preëor	préeur
VER	prëer	préer
VER	prëexceller	préexceller
NOMcom	preface	préface
NOMcom	prefacïon	préfation
VER	prefaire	préfaire
NOMcom	prefecture	préfecture
NOMcom	preference	préférence
VER	preferer	préférer
VER	prefichier	préfiger
VER	prefigurer	préfigurer
VER	prefinir	préfinir
APD	prefix	préfix
VER	prefixer	préfixer
APD	preignant	prégnant
APD	preins	preins
NOMcom	prejudice	préjudice
APD	prejudicïable	préjudiciable
APD	prejudicïal	préjudiciel
VER	prejudiciier	préjudicier
APD	prejudicïos	préjudicieux
NOMcom	prelacie	prélatie
NOMcom	prelacïon	prélation
NOMcom	prelat	prélat
VER	prelater	prélater
NOMcom	prelature	prélature
NOMcom	prelïacïon	preliation
VER	preliier	preliier
NOMcom	premeditacïon	préméditation
APD	premerain	premerain
NOMcom	premerain	premerain
ADV	premerain (premerainement)	premerainement
NOMcom	premeroges/primeroge	primeroge
NOMcom	premïacïon	prémiation
NOMcom	premices	prémices
APD	premier	premier
ADV	premierement	premièrement
NOMcom	premisse	prémisse
VER	premorir	prémourir
VER	premunir	prémunir
APD	prenable	prenable
NOMcom	prenablece	prenablesse
NOMcom	prenance	prenance
VER	prendre	prendre
APD	prendre (prenant)	prenant
NOMcom	prenëor	preneur
NOMcom	prenerresse	preneresse
VER	prenoncier	prénoncer
VER	prenoter	prénoter
VER	prëocuper	préoccuper
APD	preparable	préparable
NOMcom	preparacïon	préparation
NOMcom	preparance	préparance
VER	preparer	préparer
NOMcom	preposicïon	préposition
APD	prepositif	prépositif
APD	preposterer	prépostéré
VER	preposterer	prépostérer
NOMcom	prepuce	prépuce
NOMcom	prerogatif (prerogative)	prérogative
VER	prerompre	prérompre
ADV	près	près
APD	près	près
PRE	près	près
PRE	près (auprèsde)	auprès
APD	presbiteral	presbytéral
NOMcom	presbitere	presbytère
NOMcom	presbiteree	presbytérée
NOMcom	presbiterien	presbytérien
NOMcom	prescïence	prescience
NOMcom	prescripcïon	prescription
APD	prescriptible	prescriptible
VER	prescrire	prescrire
NOMcom	presence	présence
ADV	presencïalment	présencialement
APD	present	présent
NOMcom	present	présent
ADV	present (presentement)	présentement
NOMcom	presentacïon	présentation
NOMcom	presentage	présentage
NOMcom	presentance	présentance
NOMcom	presentement	présentement
NOMcom	presentëor	présenteur
VER	presenter	présenter
NOMcom	presepe	presepe
NOMcom	preservacïon	préservation
APD	preservatif	préservatif
NOMcom	presidence	présidence
NOMcom	president	président
NOMcom	presoncïon	présomption
APD	presoncios	présomptieux
APD	presontüos	présomptueux
NOMcom	presontüoseté	présomptueuseté
NOMcom	presse	presse
VER	presser	presser
NOMcom	pressoir	pressoir
NOMcom	pressoireur	pressoireur
VER	pressoirier	pressoirier
NOMcom	presson	presson
NOMcom	pressorage	pressurage
NOMcom	pressure	pressure
APD	prest	prêt
NOMcom	prest	prêt
ADV	prest (prestement)	prestement
NOMcom	prestance	prestance
APD	prestëor	prêteur
NOMcom	prestëor	prêteur
VER	prester	prêter
NOMcom	prestiere	prêtrière
NOMcom	prestot	prêtrot
NOMcom	prestrage	prêtrage
APD	prestral	prêtral
NOMcom	prestre	prêtre
VER	prestrer	prêtrer
NOMcom	prestrerie	prêtrerie
NOMcom	prestresse	prêtresse
NOMcom	prestrie	prêtrie
NOMcom	prestrise	prêtrise
NOMcom	presulat	présulat
VER	presumer	présumer
NOMcom	presure	presure
VER	pretendre	prétendre
APD	preterit	prétérit
NOMcom	preterit	prétérit
VER	preterit	prétérir
NOMcom	pretoire	prétoire
NOMcom	pretor	préteur
APD	pretorïal	prétorial
APD	pretorien	prétorien
NOMcom	prevaricacïon	prévarication
VER	prevaricant	prévariquer
NOMcom	prevaricator	prévaricateur
NOMcom	prevolacïon	prévolation
APD	prevolant	prévoulant
NOMcom	prevost	prévôt
NOMcom	prevoste	prévôte
NOMcom	prevosté	prévôté
NOMcom	pri	pri
APD	prïable	priable
NOMcom	prïement	priement
VER	priendre	preindre
NOMcom	priente	preinte
NOMcom	prïerresse	prieresse
VER	priier	prier
NOMcom	priiere	prière
APD	prim	prim
NOMcom	prim	prime
ADV	prim (primement)	primement
NOMcom	primat	primat
APD	prime	prim
NOMcom	prime	prime
NOMcom	primerole	primerole
NOMcom	primevoire	primevère
NOMcom	primipile	primipile
APD	primogenit	primogénit
NOMcom	primogenit	primogénit
NOMcom	prin	printemps
NOMcom	prinçauté	prinçauté
NOMcom	prince	princeps
NOMcom	princé	princé
NOMcom	princee	princée
ADV	princement	princement
NOMcom	princesse	princesse
NOMcom	princeté	princeté
NOMcom	princier	princier
APD	principal	principal
NOMcom	principal	principal
ADV	principal (principaument)	principalement
NOMcom	principalité	principauté
APD	principatif	principatif
NOMcom	principe	principe
NOMcom	principé	principé
VER	prinçoiier	prinçoyer
NOMcom	prinsaut	printemps
APD	prinsautier	prinsautier
VER	prinseignier	présigner
NOMcom	prinsome	prinsomme
NOMcom	printens	printemps
NOMcom	prïor	prieux
NOMcom	prïore	prieure
NOMcom	prïoré	prieuré
NOMcom	prïore (pr‹ose)	prieuse
NOMcom	prïoresse	prieuresse
