esmiier	émier
esmoudre	émoudre
esmovoir	émouvoir
espace	espace
espaignol	espagnol
espan	espan
espandre	épandre
espanois	
espardre	espardre
espargnier	épargner
esparree	
espart	espart
espartir	espartir
espaule	épaule
espece	épice
espee	épée
espelir	épelir
espens	espens2
esperance	espérance
esperdre	éperdre
esperer	espérer
esperit	esprit
esperitable	espiritable
esperital	espirital
esperon	éperon
esperoner	éperonner
espès	épais
espessement	épaissement2
espie3	espie1
espiet	épieu
espiier1	épier
espine	épine
espir	espir
espirer1	expirer
esploit	exploit
esploitier	exploiter
espöentable	épouvantable
espöenter	épouvanter
espoir1	espoir1
espoir2	espoir2
espondre	espondre
espos	époux
esposaille	épousailles
espose	épouse
esposer2	épouser
esprendre2	éprendre
esprevier	épervier
espröon	esprohon
esprover	éprouver
esprueve	épreuve
espuisier	épuiser
esquinance	esquinance
esrere	esrere
essai	essai
essaiier	essayer
essart	essart
essarter	essarter
essaucier	exhausser
essemplaire2	exemplaire
essil	exil
essillier	exiler
essoigne	essoine
essor	essor
essorable	
essorbir	
essordre	essourdre
essorer	essorer
essuier	essuyer
estable1	estable1
estable2	étable
establer1	établer
establir	établir
estache	estache
estachier	estacher
estage2	étage
estal1	étal
estanchier	étancher
estandart	étendard
estaper	
estature	stature
estaucier	
esté1	été
esteindre	éteindre
esteler2	étoilé
estencele	étincelle
estenceler	étinceler
estendre	étendre
ester	ester
esterlin	esterlin
esternüer	éternuer
estive1	estive3
estoc	estoc1
estoile	étoile
estoire1	histoire
estoner	étonner
estoper	étouper
estor2	estour
estordir	étourdir
estordre	estordre
estormir	estourmir
estout	estout
estoutement	estoutement
estoutoiier	estoutoyer
estovoir1	estovoir
estovoir2	estovoir
estraier1	estrayer2
estraim	estrain
estraire	extraire
estrange	étrange
estrangement	étrangement
estrangier2	étranger2
estrangler	étrangler
estre1	être1
estre2	être2
estre3	être3
estrecier	étrécier
estreindre	étreindre
estreine	étrenne
estrieu	étrier
estrif	estrif
estrillier	étriller
estriver	estriver
estriviere	étrivière
estrognier	estronner
estroit	étroit1
estroitement	étroitement
estros	
estrosseement	estroussément
estrosser2	estrousser
estruire2	estruire
estrument	estrument
estuide	étude
estuiier	étuyer
estuve	étuve
estuver	étuver
esveil	éveil
esveillier	éveiller
esvertüer	évertuer
ëur	heur
ëurer	heuré
evage	evage
evangile	évangile
eveschié	évêché
evesque	évêque
fäaison	faaison
fable	fable
fablëor	fableur
face	face
façon	façon
faconde	faconde
façoner	façonner
faille3	faille1
faim	faim
faire	faire
fais	faix
faisan	faisan
faisnier	faisnier
fait1	fait
faitiz	faitis
faiture	faiture
falir	faillir
falise	falaise
fameillos	fameilleux
fantosme	fantôme
fauchier1	faucher
faucon	faucon
faudestuel	fauteuil
faunoiier	faunoyer
faus	faux2
fausser	fausser
fausseté	fausseté
faute	faute
fautre	fautre
fauture	
fauve	fauve
fauz	faux1
feblece	faiblesse
fee1	fée1
fein	foin
feindre	feindre
feintié	feintié
feintise	feintise
felon	félon
felonessement	félonessement
felonie	félonie
feme	femme
femier	fumier
fendre	fendre
fener	faner
fenestre	fenêtre
fenir	finir
fenis	phénix
fenoil	fenouil
fëon	faon
fer	fer
ferain	férin
ferëiz	féris
ferir	férir1
ferm	ferme2
fermail	fermail
fermaillet	fermaillet
fermer	fermer
ferrant	ferrant
ferrer	ferrer
ferrëure	ferrure
feste1	fête
festiier	festoyer
festu	fétu
feu	feu1
fëu	feu2
feuchiere	fougère
fevre	fèvre
fi2	fi1
fïance	fiance
fïancier	fiancer
fichier	ficher
fief	fief
fiel	fiel
fier	fier1
fïer	fier2
fierce1	fierge
fierement	fièrement
fierté	fierté
figue	figue
fil1	fil
fil2	fils
fille	fille1
fin1	fin1
fin2	fin2
finer	finer
fisiciien	physicien
flair	flair
flamboiier	flamboyer
flame	flamme1
flanc	flanc
flat	flat1
flatir	flatir
fläute	flûte
fläuter	flûter
fleche	flèche1
flor1	fleur1
florete	fleurette
florir	fleurir
flot2	flot2
flote3	flotte2
floter	flotter
flueve	fleuve
flum	flum
foi1	foi1
foible	faible
foiblement	faiblement
foie1	foie
foiiee	
foillier1	feuiller1
foillu	feuillu
foimentie	foimenti
foire1	foire1
foison	foison
foiz	fois
fol3	fou1
folage2	folage
fole	foule
folement	follement
folet	follet
folie2	folie
foloiier	foloyer
fonde1	fonde1
fondelment	fondaument
fonder2	fonder1
fondre	fondre1
fontaine	fontaine
fontenele	fontenelle
fonz	fond
for	four
forbir	fourbir
force1	forces
force2	force
forclore	forclore
forclose	
forçoiier	forçoyer
forest	forêt
forfaire	forfaire
forfait	forfait
forge	forge1
forgier	forger
forlignier	forligner
formage	fromage
forme	forme
forment1	fortement
forment2	froment
former	former
formiier	fourmiller
fornaise	fournaise
fornir	fournir
forrer2	fourrer2
forrëure2	fourrure
forsen	forsen
forsenage	forcenage
forsener	forcener
forstraire	fortraire
fort	fort
forterece	forteresse
fortune	fortune
forvoiier	fourvoyer
fosse	fosse
fossé	fossé
foudre	foudre1
foudroiier	foudroyer
fraindre	fraindre
fraisne	frêne
fraite	fraite
franc1	franc2
franchement	franchement
franchir	franchir
franchise	franchise
françois	français
frarin	frarin
frein	frein
fremir	frémir
frengiee	
frëor	frayeur1
frere	frère
frestele	frételle
froc	froc
froidure	froidure
froiier	frayer1
frois1	frais2
frois2	froïs
froissëiz	froissis
froissier	froisser
froit1	froid
front	front
fruit	fruit
fueille	feuille
fuer2	fuer
fuerre1	feurre
fuerre2	fuerre
fuie	fuie1
fuir	fuir
fum	
fumer	fumer1
fun	
fust1	fût
gäaignerie	gagnerie
gäaignier	gagner
gäaing	gain1
gaber	gaber
gabois	gabois
gage	gage
gai	gai
gaignon	gaignon
gäin2	gain2
gaite	guette
gaitier	guetter
galee2	galée1
galerne	galerne
galois	
galoner	galonner1
galop	galop
galoper	galoper
gambesier	gamboisé
gap	gab
garant	garant
garantir	garantir
garce	garce
garçon	garçon
garçonaille	garçonnaille
garçonier	
garde	garde2
garder	garder
garir	guérir
garison	guérison
garlandesche	
garnement	garnement2
garnir	garnir
gast1	gast1
gast2	gast2
gastel	gâteau
gaster	gâter
gaudine	gaudine1
gaut2	gaut
gelee	gelée
geler	geler
geme	gemme
gemé	gemmé
geneste	geneste1
genoil	genou1
genoivre	genièvre
gent1	gent1
gent2	gent2
gentil	gentil1
gentillece	gentillesse
germain	germain
germe2	germe1
geste2	geste
geude	guilde
gibecier	gibecer
gibier	gibier
giel	gel
gigue	gigue
giguer1	giguer
gingembre	gingembre
girfauc	gerfaut
girofle	girofle
gisarme	guisarme
giste1	gîte
glace	glace
glacier	glacier2
glai	glai1
glaive	glaive
glas	glai2
glatir	glatir1
gloire	gloire
glorïos	glorieux
gloser	gloser
gloton	glouton
glui	glui
gocet	gousset
gole	gueule
golee	goulée
goloser	gouloser
gonfanon	gonfalon
gont	gond
gorge	gorge
gort	gord
goster	goûter1
gote	goutte1
goté	goutté
goz	goz
gräal	graal
grace	grâce
gracïos	gracieux
gräillier	griller
graine	graine
graisle	grêle3
granment	grandement
grant	grand
grape2	grappe1
grater	gratter
gravele	gravelle1
gravier	gravier1
gré	gré1
grec	grec
gregois	grégeois
grenade	grenade
grenon	grenon
gres2	grès
gresle	grêle1
gresler	grêler1
grevain	grevain
greve1	grève2
grever	grever
grevos	greveux
grief	grief1
grieu	grec
grifain	grifain
grifon	griffon
gringalet	gringalet
gris	gris
groigniee	groignée
groin	groin
grondre	grondre
gros	gros
grue	grue
gruier1	gruyer2
gué	gué
guenche	guenche
guenchir	guenchir
guerpir	guerpir
guerre	guerre
guerredon	guerdon
guerredoner	guerdonner
guerroiier2	guerroyer1
guiche	guiche
guichet	guichet
guile	guile
guilëor	
guiler	guiler
guimple	guimpe
guische	
guise	guise
guivre1	guivre
hache	hache1
haie1	haie1
häine	haine
häir	haïr
hairon	héron
haitieement	haitement
haitier	haité
hanap	hanap
hanche	hanche
hanste	hanste
hanstier1	
haper	happer
hardement	hardement
hardi	hardi
hardïement	hardiment
harigot	harigot
harigoter	harigoter
harnois	harnais
harpe	harpe1
hart	hart
hasart	hasard
hasle	hâle
haste2	hâte
haster	hâter
hastivement	hâtivement
haterel	haterel
hauberc	haubert
haucier	hausser
haut	haut
hautece	hautesse
hautement	hautement
have	have2
heaume	heaume
herbergerie	hébergerie
herbergier	héberger
herberjage	hébergeage
herce	herse
hercëor	herseur
hercier	herser
hericier	hérisser
hie1	hie2
hiraut	héraut
hisdos	hideux
hochier	hocher
honir	honnir
honte	honte
hontos	honteux
hontosement	honteusement
hoquerel	hoquerel
huchier1	hucher
hui	hui1
huier	huer
hupe	huppe
hurter	heurter
idropique	hydropique
if	if
igal	égal	// ivel2
igaument	également2
image	image
inde1	inde
ipocrisie	hypocrisie
ipocrite	hypocrite
iraistre	iraistre
ire	ire
iretage	héritage
ireter	hériter1
irieement	irément
irié	iré
irois2	irois
iror	ireur
iros	ireux
isle	île
isnel	isnel
isnelement	isnellement
issir	issir
issue	issue
ive	ive2
iver2	hiver
iverner	hiverner
ivoire	ivoire
ivre	ivre
jäelise	
jagonce	jagonce
jai2	geai
jaiant	géant
jalos	jaloux
jalosie	jalousie
jambe	jambe
jambeter	jambeter
jangle	jangle
janglëor	jangleur
jangler	jangler
jante1	jante1
jardin	jardin
jart1	jart2
jaune	jaune
javelot	javelot
jesir	gésir
jet	jet
jeter	jeter
jeu	jeu
jëuner	jeûner
jöe	joue1
jöee	jouée
jöer	jouer
joglëor	jongleur
joiant	joyant
joie	joie
joindre	joindre
jointe	jointe
jointure	jointure
joios	joyeux
jöir	jouir
jonc	jonc
jonchier	joncher1
joneté	
jor	jour
jornee	journée
jornel	journal
joste2	joute
jostëor	jouteur
joster	jouter
jovencel	jouvenceau
juene	jeune
jugement	jugement
jugier	juger
juignet	juignet
jüin	juin
jüise	juise
jurer	jurer
justice	justice
justicier2	justicier2
labor1	labeur
lac2	lac
lacier	lacer
lai1	lai2
laidement	laidement
laidengier	laidenger
laidir	laidir
laidoiier	laidoyer
laidure	laidure
laiier2	layer1
laine	laine
laisarde	lézarde
laissier	laisser
lait1	laid
lait2	lait2
lait3	lait1
lame	lame1
lampe	lampe1
lamproie	lamproie
lance	lance1
lancier3	lancer
lande1	lande1
langage	langage
lange	lange1
langue1	langue
languir	languir
lanterne	lanterne1
lardé	larder
large	large
largece	largesse
largement	largement
larme	larme
larrecin	larcin
larriz	larris
larron	larron1
las	las
laschet	
lasser	lasser
late	latte
latin	latin
laver	laver
laz1	lacs
lé	lé
lëal	loyal
lëaument	loyalement
lëauté	loyauté
lechëor	lécheur
lëece	liesse
legat1	légat1
legier	léger
legierement	légèrement
leitüaire	électuaire
lent	lent
letre	lettre
letré	lettré
levain	levain
lever	lever
levre	lèvre
levrier	lévrier
lez	lez
lice2	lice1
lié1	lié
lieement	liément
liepart	léopard
lieu	lieu1
lieue	lieue
lieuee	lieuée
lievre	lièvre1
lige	lige
lignage	lignage
ligne2	ligne
liien	lien
liier3	lier
limon1	limon2
lin	lin1
ling2	lin2
lïon	lion
lire1	lire1
lis	lis
listé	listé
lit1	lit
litiere	litière
livre2	livre1
livre3	livre2
livrer	livrer
livroison	livraison
lobe	lobe
lobëor	lobeur
lober	lober
löenge	louange
löer1	louer1
löer2	louer2
loge	loge
logier	loger
loi3	loi1
loigne	longe2
loiier	loyer
lointain	lointain
lois	louche2
loisir1	loisir2
loisir2	loisir1
lonc	long
longement	longuement2
lorain	lorain
lorier	laurier
los1	los1
losenge2	losenge
losengerie	losengerie
losengier1	losengier1
losengier2	losenger
lou	loup
luiserne	luiserne
luisir	luire1
luite	lutte
luitier	lutter
luiton	luiton1
lumiere	lumière
luminaire	luminaire
lune	lune
lüor	lueur
luz	lus
mace	masse2
machet	machet
maçon	maçon
maçüe	massue
mahaignier	mahaigner
mahaing	mahaing
mai	mai
maigle	maigle
maigre	maigre1
mail	mail
maille	maille1
maillier1	mailler1
maillier2	mailler3
main1	main2
main2	main1
maintenëor	mainteneur
maintenir	maintenir
mairrien	merrain
maisiere	maisière
maisniee	maisnie
maison	maison
maisonete	maisonnette
maissele	maisselle
maistre	maître2
maistrie	maîtrie
major	maire1
mal1	mal3
malade	malade
malage	malage
malaise	malaise
malaventure	malaventure
male2	malle
malëir	maléir
malement	malement
malëuré	malheuré
malëuros	malheureux
malëurté	malheurté
malot	malot
mamele	mamelle
manaie	manaie
manche2	manche2
mandement	mandement
mander	mander
mangëoire	mangeoire
mangier	manger
mangonel	mangonneau
maniere	manière
maniier	manier1
manoir1	manoir2
manoir2	manoir1
mantel	manteau
marbre	marbre
marbrin	marbrin
marc1	marc1
marche1	marche2
marchëandise	marchandise
marchëant	marchand
marchier2	marcher1
marchir2	marchir1
mari	mari
marïage	mariage
marïer	marier
marine	marine
marinier	marinier
marrir	marri
marsdi	mardi
martel	marteau
martelëiz	martelis
marteler	marteler
martir	martyr
martire2	martyre1
masle	mâle
maslet	
masse	masse1
massiz	massis
mastin	mâtin
mat1	mat1
mat2	mat2
matement	matement
mater	mater1
matiere	matière
matin1	matin
matin2	matin
matinee	matinée
matines	matines
matinet	matinet
maubaillir	maubaillir
maudehé	dehé
maudire	maudire
maufé	maufé
maumetre	malmettre
mautalent	maltalent
mautalentif	maltalentif
mauvais	mauvais
mauvaisement	mauvaisement
mauvaistié	mauvaiseté
mechié	
mecine	mécine
meciner	méciner
medecine	médecine1
medeciner	médiciner
meillor	meilleur
melancolie	mélancolie
melide	
membre	membre
membrer2	membrer
memoire	mémoire
menace	menace
menacier	menacer
mencïon	mention
mençogne	mensonge
mençognier2	mensonger
mener	mener
menestrel	ménestrel
mentastre	menthastre
mentevoir	mentevoir
mentir	mentir
menton	menton
menu	menu
menüement	menuement
mer	mer
merci	merci
mercïer	mercier2
mere	mère
merir	mérir
merite	mérite
merme	
merveille	merveille
merveillier	merveiller
merveillos	merveilleux
mes4	mets
mesäaisier	mésaiser
mesäesmer	mésesmer
mesaise	mésaise
mesavenir	mésavenir
mesaventure	mésaventure
mesaventuros	mésaventureux
meschëance	méchance
meschëoir	méchoir
meschief	méchef
meschin	meschine
mesconoissance	méconnaissance
mesconoistre	méconnaître
mesconter	mécompter
mescrëance	mécréance
mescroire	mécréant
mesdire	médire
mesestance	mésestance
mesfaire	méfaire
mesfait	méfait
meslee	mêlée
mesler	mêler
mespois	
mesprendre	méprendre
mesprisier	mépriser
mesprison	méprison
message	message1
messagier	messager
messe	messe
mestier	métier
mesure	mesure
mesurer	mesurer
metable	mettable
metre2	mettre
mëur	mûr1
miäost	mi-août
miche	miche
midi	midi
mie1	mie3
miel	miel
mïenuit	minuit
mieus	mieux
milier	millier1
milieu	milieu
mine2	mine6
miracle	miracle
mire1	mire1
mirëor	miroir
mirer	mirer1
mirgie	
mirre	myrrhe
misericorde	miséricorde
mitre	mitre1
mivoie	mi1
möe2	moue
moillier1	mouiller
moine1	moine
moinsné	moinsné
moire	
mois2	mois
moitié	moitié
moiuel1	moyeu2
moiuel2	moyeu1
mol	mou
moleste2	moleste1
molin	moulin
monde1	monde1
monde2	monde2
monoie	monnaie
mont	mont
montaigne	montagne1
monte	monte
montee	montée
monter	monter
mor1	maure
mordre1	mordre
mordre2	meurtre
mordrier	meurtrier
moré1	
more4	mûre
morel1	moreau
morir	mourir
morne	morne1
mors1	moeurs
mors2	mors
morsel	morceau
mort	mort1
mortalité	mortalité
mortel	mortel1
mortier	mortier
mosse1	mousse1
mossu	moussu1
mostier	moutier1
mostrer	montrer
mot	mot
moudre1	moudre1
moutepliier	multiplier
mouton	mouton1
movoir	mouvoir
mu1	mu
müance	muance
müe	mue
mueble	meuble
müel	muel
muele	meule
müer	muer
müet	muet
mui	muid
mule5	mule1
mur	mur
murer	murer
murmure	murmure
murmurer	murmurer
musardie	musardie
musart	musard
muscade	muscade
muse3	muse3
muse4	muse2
muser1	muser1
musique2	musique
que2/3	que
nacele	nacelle
nagëor	nageur
nagier	nager
näif	naïf
nain	nain
naissance	naissance
naistre	naître
naje	_naje
nape	nappe
nasel	nasel
nate2	natte
nativité	nativité
nature	nature
naturel	naturel
navie	navie
navrer	navrer
nëel1	neel
nëeler	nieller1
nef2	nef1
negier	neiger
nercir	noircir
nerf	nerf1
nés	nez
net	net
nevo	neveu
nice	nice
nicement	nicement
niece	nièce
nïent	néant
nigremance	nigromance
no1	noeud
nöaus	noals
noble1	noble1
noblece	noblesse
noces	noce
noçoiier	noçoyer
nöer1	noer1
nöer2	nouer
noif	noif
noiier1	noyer2
noiier2	nier
noir	noir
noise	noise1
noisier	noiser
noiz	noix
nom	nom
nombre	nombre
nombrer	nombrer
nombril	nombril
nomer	nommer
nonchaloir	nonchaloir
noncier1	noncer
none1	nonne
none2	none
nonsavoir	non-savoir
normant	normand
norois	norois
norreture	nourriture
norrice	nourrice
norrir	nourrir
noter	noter
notonier	nautonier
novel	nouveau
novele	nouvelle
novelement	nouvellement
novelier2	nouvellier
novice	novice
nu	nu
nüe	nue
nuef2	neuf1
nuire	nuire
nuisement	nuisement
nuit	nuit
obedïence	obédience
obëir	obéissant
obli	oubli
oblïer	oublier
oblïos	oublieux1
ochaison	ochaison
ochoisoner	ochoisonner
ocire	occire
ocisïon	occision
odor	odeur
ofrende	offrande
ofrir	offrir
ogre	
oïe	ouïe
oignement	oignement
oindre	oindre
oir	hoir
öir	ouïr
oisel	oiseau
oiseler	oiseler
oiselet	oiselet
oisos	oiseux
oisose	oiseuse
oiste	oiste
ole	ole
olifant	olifant
olivier1	olivier1
oloir	oloir
omage	hommage
ombrage1	ombrage
ombre	ombre1
ombroiier	ombroyer
ome	homme
omecide	homicide1
once2	once
oncle	oncle
onde	onde
ongier2	ongier1
ongle	ongle
onor	honneur
onorable	honorable
onorer	honorer
oposer	opposer
oposicïon	opposition
or1	or1
orage	orage
oraille	oraille
oraison	oraison
orce	orse
ordre	ordre
ordure	ordure
oré2	oré2
ore3	heure
oreille	oreille
oreillier1	oreiller2
oreillier3	oreiller1
orer2	orer
orfenin	orphelin
orfrois	orfroi
orge	orge
orgene	orgue
orgoillier	orgueiller
orgoillos	orgueilleux
orgoillosement	orgueilleusement
orgueil	orgueil
orïent	orient
orinail	urinal1
orine3	orine1
orine4	urine
orler	ourler
orme	orme
orrible	horrible
ors	ours
ort	ord
orteil	orteil
os1	os2
os2	os1
osche	osche
oscur	obscur
oscurer	obscurer
oscurté	obscurté
oser	oser
ospital	hôpital
ost	ost
ostage2	otage
oste	hôte
ostel	hôtel1
osteler	hosteler
oster2	ôter
osterin	osterin1
ostesse	hôtesse
ostoiier1	ostoyer1
ostor	autour1
otroi	octroi
otroiier	octroyer
outrage	outrage
outrajos	outrageux
outreement	outrément
outrer	outrer
ovraigne	ouvraigne
ovrëor1	ouvreur2
ovrer	oeuvrer
ovrier1	ouvrier
ovrir	ouvrir1
pacïence	patience
paie	paie
paiement	paiement
paiier	payer
paile	poêle1
paille	paille
pain	pain
paire	paire
pais	paix
päis	pays
päisant	paysan
paisible	paisible
paistre	paître
palais	palais1
pale	pâle
palefroi	palefroi
palir	pâlir
paliz	palis
palüer	
pan1	pan1
panel	panneau
panetier	panetier1
päonaz	paonasse
pape	pape
papegai	papegaut
paradis	paradis
parage	parage1
parc	parc
parclore	parclore
parclose	parclose
parçonier	parçonnier
pardon	pardon
pardonable	pardonnable
pardoner	pardonner
pareil	pareil
parement	parement1
parent	parent
parer1	parer1
parfaire	parfaire
parfiner	parfiner
parfit	
parfitement	
parfont	parfond
parigal	parégal
parjur	parjure1
parjurer	parjurer
parlement	parlement
parler	parler
parlier	parlier1
paroi2	paroi
paroir	paroir1
paroisse	paroisse
parole	parole
parrastre	parâtre
part1	part1
partie	partie
partir	partir
parvenir	parvenir
pas	pas2
pasmaison	pâmoison
pasmer	pâmer
passage	passage
passejoie	
passemervoille	
passer1	passer1
passet	passet
past2	past1
paste	pâte
pasté	pâté
pasture1	pâture1
pasturer	pâturer
paternostre	patenôtre
paume1	paume
paumeton	paumeton
paveillon	pavillon
pavement	pavement
paver	paver
pavo	pavot
pëagier1	péagier
pechëor	pécheur
pechié	péché
pechier	pécher
peçoiier	peçoyer
peigne	peigne
peignier	peigner
peindre1	peindre
peine	peine
peinture	peinture
pejor	pire1
pel1	pal
pel2	peau
peler2	peler
pelice	pelisse
peliçon	pelisson
pendant	pendant1
pendre	pendre
pene	panne1
pener	peiner
penitence	pénitence
penon	pennon1
pens	pens
pensé	pensé
pensee	pensée1
penser	penser
pensif	pensif
pentecoste1	pentecôte
pëoillos	pouilleux
pëor	peur
per	pair
perche1	perche2
perche2	perche1
percier	percer
perçoivre	percevoir
perdicïon	perdition
perdre	perdre
perdriz	perdrix
pere1	père
perece	paresse
pereços	paresseux
peril	péril
perillier	périller
perillos	périlleux
perir	périr
perle	perle
perriere2	perrière
perrin	perrin
perron	perron1
pers	pers
perte	perte
pertuis	pertuis
pervers	pervers
pesance	pesance
peschëor	pêcheur
peschier2	pêcher1
peser	peser1
pesme	pesme
petit	petit
petitet	petitet
pic2	pic1
pié	pied
piece	pièce
piege	piège1
piere	pierre
pïeté	piété
pilori	pilori
piment	piment
pin	pin
pis1	pis2
pitié	pitié
pitos	piteux
pitosement	piteusement
piu	piu
piz	pis1
place	place1
plaidier2	plaider
plaidoiier	plaidoyer1
plaie	plaie
plaigne	plaine
plaiier	player
plain	plain
plaindre	plaindre
plainte	plainte
plaire	plaire
plaisance	plaisance
plaisir	plaisir
plaissëiz	plaissis
plaissié	plaissié
plaissier3	plaisser
plait	plaid
planche	planche
planer2	planer
planter	planter
plat	plat
plate	plate
pleige	pleige
plein	plein
plenier2	plénier
plenierement	plénièrement
plenté	plenté
plentëif	plentif
pleuris	pliris
plevir	plevir
ploiier	ployer
plon	plomb
plongier	plonger
plor	pleur
plorer	pleurer
plovier1	pluvier
plovoir	pleuvoir
pluie	pluie
plume	plume
plumer	plumer
pöesté	poësté
pöestëif	poesteif
poignal	poignal
poigniee	poignée
poil	poil
poindre	poindre
poing	poing
point	point2
pointe	pointe
pointure	pointure
poire	poire
pois1	pois
pois2	poids
poison	poison
poissance	puissance
poissant	puissant
poisson	poisson
poissonet	poissonnet
poitevin	poitevin
poitral	poitrail
poitrine	poitrine
poivre	poivre
polir	poli
pome	pomme
pomel	pommeau
pomelé2	pommelé
pon2	
pont	pont
pöoir	pouvoir2
popler2	peupler
publiier	publier
porc	porc
porchacier	pourchasser
porcuidier	
porete	porette
porfendre	pourfendre
porloignance	pourloignance
porloignier	pourloigner
porofrir	pouroffrir
porpens	pourpens
porpenser	pourpenser
porpoindre	pourpoindre
porpre	pourpre1
porprendre	pourprendre
porpris	pourpris
porquerre	pourquérir
porrir	pourrir
porsalir	poursaillir
port2	port1
porte1	porte1
portendre	pourtendre
porter	porter1
portier2	portier1
portraire	portraire
portrait	portrait
porvëoir	pourvoir
postel	poteau
posterle	poterne
pot	pot
poucin	poussin
poudre	poudre
poudriere	poudrière
pous3	pouls1
poverte	poverte
povre	pauvre
povrement	pauvrement
povreté	pauvreté
präel	préau
präelet	praëlet
präerie	prairie
pré	pré
precïos	précieux
pree	prée
prëechëor	prêcheur
prëechier	prêcher
prelat	prélat
premerain	premerain
premier	premier1
premierement	premièrement
prendre	prendre
present1	présent1
present2	présent2
presenter	présenter
presse	presse1
prest1	prêt2
prest2	prêt1
prester	prêter
prestre	prêtre
prevost	prévôt
prïor	prieur1
priier	prier
priiere	prière
prime	prime1
prince	prince1
pris1	prix
prise2	prise
prisier	priser1
prison	prison2
prisonier	prisonnier
privé	privé
priveement	privément
pro	prudhomme
processïon	procession
prochain	prochain
prochainement	prochainement
pröece	prouesse
profete	prophète
proie	proie
promesse	promesse
prometre	promettre
prone	prone1
proposer	proposer
propre	propre
provance	prouvance
prover	prouver
proverbe	proverbe
provoire	provoire
prueve	preuve
pucelage	pucelage
pucele	pucelle
pucelete	pucelette
pueple	peuple1
pui	puy
püir	puir
pur	pur
put	put
putage	putage
querele	querelle
quereler	quereller
querre	quérir
queste	quête
queu2	queux1
queuz	queux2
quintaine	quintaine
quinzaine	quinzaine
quite	quitte
quitëé	quiétée
quitement	quittement
quiter	quitter
rabat	rabat
rachat	rachat
rachater	racheter
racheminer	racheminer
racine	racine
racorder	raccorder
rade	rade1
radoucir	radoucir
räençon	rançon
rafïer	raffier
rage	rage
ragencier	ragencer
ragenoillier	ragenouiller
ragif	
rai	rai1
raiier	rayer3
raim	raim
raisnable	raisnable
raison	raison
raler	raller
ralöer	ralouer
ramee	ramée1
ramener	ramener
ramentevoir	ramentevoir
ramper	ramper
rampone	ramponne
ramponer	ramponner
ramponos	ramponneux
rancune	rancune
randon	randon
randoner	randonner
räoncle	raoncle
räoncler	
rapaiier	rapayer
rapeler	rappeler
rapenser	rapenser
rapoiier	rappuyer
raporter	rapporter
raprendre	rapprendre
raprester	rapprêter
raspé	rapé1
rassembler	rassembler
rassenser	rassenser
rassëoir	rasseoir
rassëurer	rassurer
rassöagier	rassouager
rat1	rat
ratorner	ratourner
ravine	ravine
raviser	raviser2
ravoiier	ravoyer
ravoir2	ravoir1
ré3	
rebaisier	rebaiser
rebatre	rebattre
rebender	rebander
reblecier	
reboissier	reboucher2
reboter	rebouter
receler	recéler
recerceler	recerceler
recesser	
recet	recept
receter	récepter
recevoir	recevoir
rechanceler	
rechëoir	rechoir
rechief	derechef
rechignier	rechigner
reclaim	reclaim
reclamer	réclamer
reclore	reclore
reclus	reclus
recoi2	recoi1
recoillir	recueillir
recomander	recommander
recomencier	recommencer
reconfort	réconfort
reconforter	réconforter
reconjöir	
reconoistre	reconnaître
reconquerre	reconquérir
reconter	reconter
recorder	recorder1
recorir	recourir
recorrocier	
recouchier	recoucher
recovrer	recouvrer
recovrier	recouvrier1
recovrir2	recouvrir1
recrëandise	récréandise
recroire	recroire
recuire	recuire
reculer	reculer
redelitier	
redemander	redemander
redemanter	
redemener	
redevoir1	redevoir2
redire	redire
redois	redois
redoloir	redolent1
redoner	redonner
redot	redout
redoter1	redouter
redrecier	redresser
reduire	réduire
reduit	réduit
refaire	refaire
referir	reférir
refermer	refermer
referrer	referrer
reflamboiier	reflamboyer
reforsener	
refraindre2	refreindre
refroidier	refroider
refuse	
refuser	refuser
regäaignier	regagner
regarder	regarder
regart	regard
regiber	regimber
regïon	région
regne	règne
regner	régner
regort	regort
regreter	regretter
reguignier	
rehäir	
reillier1	reiller
rein	rein
rejehir	rejehir
rejeter	rejeter
rejöer	
rejurer	rejurer
relaissier	relaisser
relasche	relâche
relaver	relaver
relenquir	relenquir
relever	relever
religïos	religieux
relignier	
relique	relique
relöer	
reluisir	reluire1
remanance	remanance
remanant	remanant
remander	remander
remanoir	remaindre
remembrance	remembrance
remembrer	remembrer
remenacier	
remener	remener
remetre	remettre
remirer	remirer
remonter	remonter
removoir	remouvoir
remüer	remuer
renaistre	renaître
renc	rang
renchëoir	renchoir
rencomencier	rencommencer
rendre	rendre
renge	range
rengier	ranger
rengignier	
renoiier	renier
renom	renom
renomee	renommée
renomer	renommer
renovelement	renouvellement
renoveler	renouveler
rensevelir	rensevelir
rente	rente
rentier	rentier
rentiz	
rentrer	rentrer
renuire	
rëont	rond
rëorte	réorthe
repaiier	repaier
repaire	repaire
repairier	repairer
repaistre	repaître
reparer	réparer
reparler	reparler
repasmer	repâmer
repentance	repentance
repentir	repentir
reperdre	reperdre
repeser	repeser
replorer	repleurer
repondre	repondre
repöoir	repouvoir
reporter	reporter
repos	repos
reposee	reposée
reposer	reposer
repostaille	repostaille
reprendre	reprendre
representer	représenter
repriier	reprier
reproche	reproche
reprochier1	reprocher
reprover	réprouver2
requerre	requérir
requeste	requête
requiter	requitter
rere	rere
rés	ras
resalir	resaillir
resalüer	resaluer
resaner	resaner
resavoir	resavoir
